input,reference,decoded1,decoded2,decoded3
swarupon,स्वरुपों,स्वरूपों,स्वाूपों,स्वरुपों
swa,स्वा,स्वा,स्वाज,ए्वा
swaachaalit,स्वाचालित,स्वाचालित,स्वाचालीत,स्वचचालित
swachalit,स्वाचालित,स्वचलित,स्वचाित,स्वचलीत
swaarthparak,स्वार्थपरक,स्वार्थपारक,स्वार्थ्ारक,स्वार्थाारक
swarthparak,स्वार्थपरक,स्वर्थपारक,स्वा्थपारक,स्वर्थपररक
swiftlate,स्विफ्टलेट,स्विफलाइट,स्विफलेइट,स्विफल्इट
swiftlet,स्विफ्टलेट,स्विफलेट,स्विफ्ेट,स्वीफलेट
sweekarte,स्वीकारते,स्वीकर्टे,स्वीकर्ट,स्वीकर्टी
swikarte,स्वीकारते,स्वीकर्टे,स्विकर्टे,स्वीकर्ट
sweet,स्वीट,स्वीत,स्वीट,स्वित
sweep,स्वीप,स्वीप,स्विप,स्वेप
sweccha,स्वेच्छा,स्वेच्छा,स्वैच्छा,स्वेच्छ
swecha,स्वेच्छा,स्वेच्छा,स्वेचाछा,स्वैच्छा
swechha,स्वेच्छा,स्वेछ्छा,स्वेच्छा,स्वेछाछा
sweta,स्वेता,स्वेटा,स्वेता,स्वैटा
swap,स्वैप,स्वप,स्वा,स्वै
swipe,स्वैप,स्विप,स्वाप,स्वीप
handiya,हंडिया,हैंडिया,हंंडिया,हैंदिया
handiyaa,हंडिया,हंदिया,हंडिया,हैदिया
hundiya,हंडिया,हंदिया,हुदिया,हंडिया
hakikat,हकीकत,हकीकत,हकिकत,हाीकत
haqeeqat,हकीकत,हकीकत,हेीकत,हैीकत
hathiya,हथिया,हथिया,हठिया,हािया
hamala,हमला,हमला,हमाा,हाला
hamla,हमला,हमला,हाला,हैला
hamalavar,हमलावर,हमालावार,हमालववार,हमललावार
hamlavar,हमलावर,हमलावार,हमलावरर,हमलववार
humlavar,हमलावर,हमलावार,हमलावरर,हमलववार
hamaal,हमाल,हमाल,हैाल,हााल
hamal,हमाल,हमल,हमा,हैल
hercules,हरक्यूलिस,हेरक्सेस,हैरक्सेस,हेरक्सस
hardas,हरदास,हरदास,हादास,हरदसस
harpaal,हरपाल,हरपाल,हापाल,हर्ाल
harpal,हरपाल,हरपाल,हापाल,हरपलल
harvansh,हरवंश,हरवंश,हावंश,हरवाश
haraval,हरावल,हरावल,हरावा,हरववल
harawal,हरावल,हरावल,हरावा,हरववल
hurricane,हरिकेन,हरिकाइन,हरिकनइन,हर्काइन
harijan,हरिजन,हरिजन,हरीजन,हरिजा
hariyali,हरियाली,हरियाली,हरीयाली,हाियाली
harshit,हर्षित,हर्षित,हर्शित,हरशषित
haldi,हल्दी,हल्दी,हा्दी,हलददी
halla,हल्ला,हल्ला,हलाला,हल्ल
hawamahal,हवामहल,हवामहाल,हवामहलल,हवामााल
hawalaat,हवालात,हवालात,हवललात,हवालाट
hawalat,हवालात,हवालत,हवललत,हवाला
hasino,हसीनों,हासिनो,हैसिनो,हससिनो
hasinon,हसीनों,हसीनों,हाीनों,हसिनों
haan,हां,हान,हां,हाण
han,हां,हान,हनन,हैन
haanfte,हांफते,हांकते,हांफते,हानकते
hafate,हांफते,हफाते,हफतते,हफटते
hanfte,हांफते,हैंफट,हैनफट,हैंफत
higman,हाइमन,हिगमान,हिगमनन,हिग्ान
hymen,हाइमन,हाइमन,हाइमे,हैइमन
hadauti,हाड़ौती,हड़ौती,हद़ौती,हा़ौती
haani,हानी,हानी,हानि,हाणी
hani,हानी,हानी,हननी,हैनी
haarjeet,हारजीत,हारजीत,हजरजीत,हारजीट
harjeet,हारजीत,हरजीत,हर्ीत,हाजीत
haaranaa,हारना,हारणा,हारना,हजरणा
